0 2294 2276 2277 1993
1 2648 2649 2629 1960
2 2976 3137 3073 1826
3 3011 3625 3611 1468
4 2784 4045 4090 944
5 2473 4387 4535 500
6 2342 4601 4820 381
7 2347 4801 5044 463
8 2406 4803 5121 543
9 2467 4557 5132 503
10 2589 4146 5081 452
11 2765 3720 4995 414
12 2986 3436 4928 429
13 3156 3332 4695 458
14 3307 3196 4457 450
15 3483 3189 4181 465
16 3575 3211 3895 473
17 3675 3216 3558 467
18 3744 3309 3332 434
19 3782 3420 3102 455
20 3708 3483 2908 418
21 3573 3564 2792 419
22 3537 3631 2696 411
23 3472 3675 2656 386
24 3354 3701 2567 352
25 3243 3709 2555 300
26 3248 3731 2595 340
27 3230 3659 2544 330
28 3157 3605 2582 307
29 3096 3489 2580 270
30 3088 3373 2617 295
31 3011 3362 2574 298
32 3008 3294 2585 282
33 2964 3246 2507 273
34 2923 3139 2480 247
35 2913 3104 2449 232
36 2845 3032 2429 203
37 2788 2996 2397 186
38 2771 2940 2354 193
39 2719 2914 2348 193
40 2707 2884 2334 204
41 2606 2852 2330 221
42 2573 2854 2201 190
43 2574 2894 2157 188
44 2549 2870 2095 176
45 2573 2776 2047 176
46 2534 2740 2016 187
47 2523 2734 1980 171
48 2516 2732 1909 157
49 2467 2697 1860 144
50 2434 2663 1841 146
51 2433 2639 1765 137
52 2362 2589 1752 107
53 2368 2559 1733 121
54 2373 2548 1707 122
55 2331 2571 1654 123
56 2309 2567 1617 116
57 2249 2523 1583 116
58 2201 2516 1576 107
59 2167 2511 1555 98
60 2166 2501 1498 99
61 2169 2471 1469 91
62 2145 2452 1461 96
63 2143 2428 1454 90
64 2078 2408 1439 95
65 2068 2439 1416 88
66 2085 2396 1417 78
67 2087 2337 1384 86
68 2074 2359 1378 85
69 2070 2332 1337 80
70 2128 2260 1299 83
71 2096 2253 1316 89
72 2127 2197 1300 76
73 2134 2183 1281 79
74 2110 2172 1293 85
75 2080 2223 1315 89
76 2000 2243 1269 89
77 1978 2221 1250 70
78 1938 2190 1233 75
79 1884 2134 1180 81
80 1864 2153 1193 73
81 1817 2125 1219 68
82 1806 2106 1201 56
83 1799 2059 1211 60
84 1755 1993 1232 55
85 1710 1963 1224 54
86 1758 1995 1191 66
87 1682 1953 1149 62
88 1688 1951 1121 58
89 1677 1914 1080 51
90 1679 1880 1095 44
91 1678 1902 1086 39
92 1716 1860 1075 37
93 1720 1828 1060 38
94 1706 1822 1048 42
95 1719 1851 1002 48
96 1694 1864 1005 52
97 1687 1813 1019 43
98 1722 1798 1014 34
99 1721 1777 995 40
100 1719 1729 972 37
101 1716 1725 967 42
102 1679 1776 968 44
103 1670 1789 968 46
104 1639 1818 945 48
105 1604 1792 936 51
106 1550 1803 933 38
107 1540 1788 920 32
108 1558 1783 908 29
109 1570 1778 866 30
110 1550 1783 806 25
111 1528 1771 825 21
112 1498 1729 843 24
113 1458 1725 805 24
114 1446 1710 770 26
115 1474 1706 783 27
116 1438 1681 753 24
117 1418 1677 773 23
118 1414 1652 769 26
119 1453 1612 726 21
120 1441 1565 744 26
121 1451 1536 756 28
122 1421 1536 743 33
123 1452 1533 734 28
124 1456 1541 728 24
125 1482 1542 700 29
126 1470 1544 721 24
127 1493 1523 665 24
128 1495 1493 640 18
129 1426 1530 583 23
130 1456 1544 588 19
131 1358 1560 598 20
132 1323 1600 582 17
133 1320 1572 580 20
134 1285 1560 563 16
135 1293 1580 580 22
136 1247 1584 552 23
137 1236 1564 568 13
138 1251 1521 584 13
139 1306 1478 597 14
140 1342 1448 578 23
141 1331 1358 578 14
142 1308 1281 588 14
143 1307 1299 626 18
144 1264 1272 603 20
145 1300 1256 562 19
146 1302 1215 559 17
147 1255 1221 567 13
148 1260 1246 543 14
149 1221 1217 516 16
150 1198 1243 520 18
151 1214 1250 493 11
152 1162 1226 469 12
153 1193 1271 450 11
154 1145 1290 434 8
155 1144 1298 419 6
156 1109 1308 427 7
157 1077 1307 431 10
158 1094 1297 429 7
159 1073 1298 417 7
160 1048 1318 430 7
161 1117 1348 417 7
162 1115 1371 413 9
163 1125 1368 393 8
164 1122 1340 383 10
165 1110 1293 383 10
166 1151 1255 394 11
167 1202 1203 373 13
168 1234 1225 387 10
169 1296 1239 377 6
170 1298 1240 383 15
171 1300 1263 422 16
172 1321 1280 405 11
173 1255 1301 402 6
174 1249 1328 416 2
175 1217 1319 439 10
176 1194 1289 450 9
177 1205 1262 439 7
178 1188 1304 430 6
179 1195 1314 435 6
180 1188 1274 410 7
181 1188 1251 399 10
182 1206 1241 393 8
183 1238 1268 388 8
184 1268 1252 373 8
185 1263 1272 373 9
186 1244 1244 357 8
187 1222 1241 371 5
188 1192 1251 382 10
189 1167 1288 401 9
190 1162 1272 395 13
191 1155 1266 390 11
192 1117 1278 380 5
193 1092 1276 372 10
194 1092 1270 373 10
195 1071 1288 399 9
196 1034 1288 388 9
197 1050 1263 389 7
198 1050 1266 373 8
199 1042 1250 355 3
200 1060 1209 377 4
201 1084 1165 383 10
202 1092 1144 379 11
203 1078 1111 388 5
204 1099 1097 390 5
205 1065 1041 390 4
206 1075 1036 405 7
207 1088 1035 390 7
208 1089 1016 368 7
209 1088 1046 357 7
210 1065 995 357 5
211 1031 1005 348 3
212 1010 1012 369 9
213 1011 1015 366 11
214 1010 1016 384 11
215 987 1085 348 5
216 994 1132 336 3
217 986 1130 304 8
218 997 1108 291 5
219 977 1079 287 9
220 1007 1047 288 9
221 1043 1050 295 8
222 1018 1065 270 8
223 1027 1047 278 3
224 989 1022 286 2
225 1003 1037 288 5
226 1002 1042 274 6
227 998 1038 284 8
228 983 1065 272 7
229 965 1079 263 4
230 955 1089 261 1
231 955 1061 270 2
232 941 1070 261 3
233 948 1031 208 1
234 931 1018 229 4
235 894 992 254 3
236 896 948 253 3
237 877 931 250 2
238 874 918 237 3
239 875 912 237 3
240 859 930 247 4
241 859 930 259 2
242 866 933 247 1
243 865 914 240 1
244 876 900 245 1
245 878 895 239 0
246 890 892 232 2
247 901 897 223 3
248 896 908 203 3
249 876 904 177 3
250 848 905 174 2
251 841 904 166 3
252 835 896 150 2
253 845 922 148 0
254 836 898 145 1
255 840 839 147 3
256 854 835 138 4
257 846 849 152 2
258 872 830 140 2
259 887 845 134 1
260 854 837 123 2
261 805 819 119 2
262 789 811 104 0
263 732 846 89 1
264 723 829 80 2
265 742 825 75 1
266 737 834 88 0
267 690 833 83 0
268 687 833 66 1
269 696 865 66 2
270 699 862 67 1
271 690 834 78 2
272 695 835 61 0
273 704 817 67 2
274 741 810 73 1
275 761 785 77 2
276 797 726 82 3
277 808 696 75 1
278 811 684 71 0
279 808 674 79 0
280 829 684 68 0
281 804 711 66 0
282 815 725 82 2
283 840 745 69 1
284 794 734 66 0
285 784 753 65 1
286 735 778 60 2
287 686 797 60 1
288 675 801 74 2
289 641 809 84 1
290 643 796 85 2
291 637 759 72 3
292 628 748 71 1
293 633 745 77 2
294 615 713 68 2
295 636 733 66 1
296 631 715 73 0
297 659 688 77 1
298 674 667 71 0
299 673 633 60 0
300 667 600 63 0
301 673 608 72 0
302 669 615 70 0
303 679 627 69 0
304 689 617 66 0
305 676 641 77 1
306 674 653 71 0
307 640 640 77 0
308 666 651 85 2
309 691 647 77 0
310 676 636 84 0
311 700 621 86 0
312 713 653 80 1
313 717 659 76 1
314 700 645 76 2
315 683 649 69 0
316 638 632 68 0
317 633 594 54 0
318 635 564 53 0
319 595 565 53 0
320 598 581 41 0
321 588 591 39 0
322 578 605 42 0
323 571 622 50 0
324 578 617 54 0
325 604 596 51 0
326 618 587 54 0
327 609 591 49 0
328 592 583 47 0
329 601 572 54 0
330 597 566 64 0
331 584 573 62 0
332 581 569 61 0
333 558 595 77 0
334 546 592 69 0
335 552 603 83 0
336 538 603 81 0
337 528 594 85 2
338 518 587 89 1
339 502 570 99 0
340 499 559 98 1
341 503 568 105 0
342 509 594 97 0
343 501 608 102 0
344 493 635 102 1
345 476 600 99 1
346 496 582 88 0
347 487 588 99 3
348 481 582 98 1
349 477 583 95 0
350 462 567 89 1
351 491 583 83 0
352 524 564 99 0
353 520 535 105 0
354 532 561 113 0
355 552 547 104 0
356 538 519 87 0
357 568 513 85 0
358 574 505 88 1
359 562 471 76 1
360 556 475 66 0
361 566 459 56 0
362 591 460 66 0
363 582 500 66 0
364 552 515 59 0
365 544 554 66 0
366 520 574 64 0
367 528 601 68 0
368 534 613 60 1
369 559 581 50 0
370 550 609 54 0
371 545 603 61 0
372 563 627 63 0
373 580 634 61 0
374 549 614 60 1
375 544 623 60 1
376 534 607 51 0
377 544 587 41 0
378 576 577 41 0
379 571 574 39 0
380 596 564 42 0
381 610 576 34 0
382 617 585 36 0
383 594 571 27 0
384 607 569 25 0
385 598 575 20 0
386 629 562 23 0
387 621 588 29 0
388 610 597 31 0
389 576 578 36 0
390 559 589 45 1
391 555 583 43 1
392 548 576 43 0
393 576 587 57 0
394 540 574 67 0
395 522 578 70 0
396 514 583 73 0
397 488 586 79 0
398 486 599 82 0
399 483 599 85 0
400 490 582 98 0
401 476 582 95 0
402 457 554 84 0
403 461 540 92 0
404 459 542 82 0
405 480 534 86 0
406 486 546 95 0
407 469 523 88 0
408 473 532 83 0
409 491 539 73 0
410 510 519 67 0
411 532 516 70 0
412 531 514 73 0
413 515 498 68 0
414 494 508 67 0
415 490 493 67 0
416 482 485 70 0
417 470 479 72 0
418 455 505 77 0
419 449 503 74 0
420 457 513 72 0
421 485 523 64 0
422 513 524 64 0
423 503 535 70 0
424 514 499 66 1
425 497 502 63 0
426 513 503 59 0
427 518 504 51 0
428 531 515 54 0
429 521 492 50 0
430 522 481 48 0
431 534 465 48 0
432 538 475 49 0
433 538 487 50 0
434 541 485 56 0
435 578 474 54 0
436 580 478 54 0
437 585 491 58 0
438 570 482 60 0
439 548 478 63 0
440 540 462 57 0
441 523 457 53 0
442 511 467 51 0
443 506 486 48 0
444 492 513 49 0
445 455 532 38 0
446 463 549 39 1
447 449 593 34 1
448 453 587 37 1
449 471 599 35 1
450 483 615 30 0
451 485 629 32 0
452 492 650 35 0
453 514 659 35 0
454 527 667 31 0
455 517 667 37 0
456 525 681 40 0
457 526 660 40 0
458 523 670 40 0
459 551 653 44 0
460 553 649 46 0
461 541 617 44 0
462 575 585 33 0
463 542 597 44 0
464 547 582 42 0
465 544 576 45 0
466 545 551 45 0
467 568 547 42 0
468 576 529 39 0
469 564 523 37 0
470 571 530 35 0
471 601 522 43 0
472 608 521 44 0
473 628 493 42 2
474 686 490 40 1
475 680 504 34 0
476 689 473 29 0
477 707 487 29 0
478 680 491 32 0
479 683 500 30 0
480 684 519 25 0
481 669 521 22 0
482 668 556 21 0
483 616 573 25 0
484 576 601 23 0
485 564 611 19 0
486 542 604 19 0
487 507 608 15 0
488 494 599 18 0
489 481 609 12 0
490 446 623 12 0
491 457 611 11 0
492 431 613 10 0
493 423 637 7 0
494 432 623 6 0
495 438 596 9 0
496 457 592 9 1
497 466 553 9 1
498 491 542 8 0
499 528 544 8 0
500 560 534 10 0
501 595 533 12 0
502 627 495 9 0
503 624 482 12 0
504 636 465 13 0
